QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,FCECODE,FCECODE_,FCESAV,FCESAV_,FCEMO,FCEMO_,FCESCHPD,FCES_HPD,FCESMTX,FCESMTX_,FCENUM2,FCEPURCH,JFCENMQV,FCENUM2_,JFCE_MQV
20244,05810972,11,0,1,303,D,,A,09,D,,A,,A,,,600,A,D
20244,05811002,7,0,1,303,D,,A,13,D,,A,,A,,,30000,A,D
20244,05811042,5,0,1,365,D,,A,13,D,,A,,A,,,300,A,D
20244,05811412,12,0,1,200,D,,A,13,D,,A,,A,,,1800,A,D
20244,05811482,7,0,1,100,D,2,D,08,D,,A,,A,,,1000,A,D
20244,05811492,6,0,1,200,D,,A,13,D,,A,,A,,2,300,A,D
20244,05811662,7,0,1,303,D,,A,08,D,,A,,A,,,16000,A,D
20244,05811662,8,0,1,303,D,,A,08,D,,A,,A,,,4500,A,D
20244,05811662,9,0,1,301,D,,A,08,D,,A,,A,,,4500,A,D
20244,05811662,10,0,1,310,D,,A,08,D,,A,,A,,,2800,A,D
20244,05811662,11,0,1,365,D,,A,08,D,,A,,A,,,2500,A,D
20244,05811662,12,0,1,303,D,,A,08,D,,A,,A,,,1000,A,D
20244,05811962,5,0,1,100,D,2,D,13,D,,A,,A,,,450,A,D
20244,05811982,8,0,1,200,D,,A,13,D,,A,,A,,,2784,A,D
20244,05811982,9,0,1,321,D,,A,,A,2,D,,A,12,,120,D,D
20244,05811982,10,0,1,365,D,,A,08,D,,A,,A,,,25,A,D
20244,05812032,10,0,1,303,D,,A,08,D,,A,,A,,,2800,A,D
20244,05812432,4,0,2,365,D,,A,08,D,,A,,A,,,125,A,D
20244,05812442,10,0,1,100,D,2,D,13,D,,A,,A,,,150,A,D
20244,05812442,11,0,1,200,D,,A,13,D,,A,,A,,,2400,A,D
20244,05812482,13,0,1,301,D,,A,09,D,,A,,A,,,32,A,D
20244,05812592,14,0,1,302,D,,A,10,D,,A,,A,,,1000,A,D
20244,05812672,6,0,1,365,D,,A,08,D,,A,,A,,,40,A,D
20244,05812742,8,0,1,200,D,,A,13,D,,A,,A,,,3540,A,D
20244,05812782,15,0,1,100,D,2,D,13,D,,A,,A,,,2250,A,D
20244,05812782,16,0,1,225,D,,A,13,D,,A,,A,,,3000,A,D
20244,05812872,6,0,1,365,D,,A,09,D,,A,,A,,,300,A,D
20244,05813172,5,0,1,303,D,,A,09,D,,A,,A,,,250,A,D
20244,05813172,6,0,1,303,D,,A,10,D,,A,,A,,,350,A,D
20244,05813252,6,0,1,365,D,,A,08,D,,A,,A,,2,200,A,D
20244,05813262,6,0,1,303,D,,A,08,D,,A,,A,,,10000,A,D
20244,05813402,6,0,1,400,D,,A,08,D,,A,,A,,,,A,H
20244,05813402,6,1,1,310,D,,A,08,D,,A,,A,,,4664,A,E
20244,05813402,6,2,1,321,D,,A,08,D,,A,,A,,,113,A,E
20244,05813402,6,3,1,365,D,,A,08,D,,A,,A,,,186,A,E
20244,05813402,6,4,1,303,D,,A,08,D,,A,,A,,,5037,A,E
20244,05813582,14,0,1,100,D,1,D,13,D,,A,,A,,,225,A,D
20244,05813582,15,0,1,225,D,,A,13,D,,A,,A,,,3000,A,D
20244,05813632,4,0,1,100,D,2,D,13,D,,A,,A,,,300,A,D
20244,05813632,5,0,1,200,D,,A,13,D,,A,,A,,,219,A,D
20244,05813712,4,0,1,200,D,,A,13,D,,A,,A,,,6600,A,D
20244,05813742,9,0,1,303,D,,A,08,D,,A,,A,,,5000,A,D
20244,05813752,7,0,1,225,D,,A,08,D,,A,,A,,,150,A,D
20244,05813862,4,0,1,365,D,,A,08,D,,A,,A,,,20,A,D
20244,05813902,6,0,1,100,D,1,D,13,D,,A,,A,,,300,A,D
20244,05814052,6,0,1,365,D,,A,09,D,,A,,A,,1,15,A,D
20244,05814082,9,0,1,303,D,,A,09,D,,A,,A,,,500,A,D
20244,05814242,6,0,1,301,D,,A,13,D,,A,,A,,,4998,A,D
20244,05814282,7,0,1,365,D,,A,09,D,,A,,A,,,200,A,D
20244,05814792,7,0,1,365,D,,A,08,D,,A,,A,,,25,A,D
20244,05815042,8,0,1,310,D,,A,13,D,,A,,A,,,1500,A,D
20244,05815052,5,0,1,200,D,,A,13,D,,A,,A,,,1500,A,D
20244,05815182,11,0,1,100,D,2,D,13,D,,A,,A,,,990,A,D
20244,05815182,12,0,1,345,D,,A,10,D,,A,,A,,,1200,A,D
20244,05815532,5,0,1,200,D,,A,13,D,,A,,A,,,5133,A,D
20244,05815842,6,0,1,303,D,,A,08,D,,A,,A,,,40000,A,D
20244,05815842,7,0,1,310,D,,A,13,D,,A,,A,,,5400,A,D
20244,05815842,8,0,1,321,D,,A,,A,4,D,,A,3,,1500,D,D
20244,05815892,4,0,1,200,D,,A,13,D,,A,,A,,,4800,A,D
20244,05816102,4,0,1,303,D,,A,08,D,,A,,A,,,400,A,D
20244,05816172,9,0,1,345,D,,A,08,D,,A,,A,,,100,A,D
20244,05816362,6,0,1,100,D,1,D,13,D,,A,,A,,,450,A,D
20244,05816592,5,0,1,303,D,,A,10,D,,A,,A,,,1425,A,D
20244,05816752,7,0,1,301,D,,A,13,D,,A,,A,,,2700,A,D
20244,05816872,6,0,1,100,D,2,D,13,D,,A,,A,,,900,A,D
20244,05816982,7,0,1,303,D,,A,13,D,,A,,A,,,600,A,D
20244,05817122,11,0,1,225,D,,A,13,D,,A,,A,,,7599,A,D
20244,05817122,12,0,1,225,D,,A,10,D,,A,,A,,,550,A,D
20244,05817152,11,0,1,365,D,,A,09,D,,A,,A,,,240,A,D
20244,05817412,8,0,1,345,D,,A,10,D,,A,,A,,,100,A,D
20244,05817552,9,0,1,225,D,,A,13,D,,A,,A,,,390,A,D
20244,05817552,10,0,2,225,D,,A,08,D,,A,,A,,,75,A,D
20244,05817652,14,0,1,301,D,,A,08,D,,A,,A,,,15000,A,D
20244,05817702,11,0,1,100,D,2,D,13,D,,A,,A,,,4500,A,D
20244,05817702,12,0,1,200,D,,A,09,D,,A,,A,,,1600,A,D
20244,05817702,13,0,1,225,D,,A,13,D,,A,,A,,,6000,A,D
20244,05817702,14,0,1,321,D,,A,,A,4,D,,A,1,1,150,D,D
20244,05817702,15,0,1,345,D,,A,13,D,,A,,A,,,2400,A,D
20244,05817712,4,0,1,321,D,,A,,A,4,D,,A,3,,150,D,D
20244,05817902,9,0,1,302,D,,A,10,D,,A,,A,,,1200,A,D
20244,05817972,4,0,1,303,D,,A,13,D,,A,,A,,,27000,A,D
20244,05818022,4,0,1,365,D,,A,08,D,,A,,A,,,200,A,D
20244,05818242,8,0,1,200,D,,A,13,D,,A,,A,,,1725,A,D
20244,05818242,9,0,1,321,D,,A,,A,5,D,300,D,,,300,A,D
20244,05818242,10,0,2,365,D,,A,08,D,,A,,A,,,120,A,D
20244,05818252,4,0,1,303,D,,A,13,D,,A,,A,,,405,A,D
20244,05818382,4,0,1,302,D,,A,13,D,,A,,A,,,267,A,D
20244,05819522,4,0,1,321,D,,A,,A,5,D,40,D,,,40,A,D
20244,05819532,5,0,1,700,D,,A,13,D,,A,,A,,,36000,A,D
20244,05819772,5,0,1,225,D,,A,13,D,,A,,A,,,3600,A,D
20244,05820152,4,0,1,225,D,,A,13,D,,A,,A,,,6000,A,D
20244,05820312,6,0,1,301,D,,A,13,D,,A,,A,,,7200,A,D
20244,05820312,7,0,2,365,D,,A,09,D,,A,,A,,,300,A,D
20244,05820462,4,0,1,200,D,,A,13,D,,A,,A,,2,3000,A,D
20244,05820842,5,0,1,365,D,,A,11,D,,A,,A,,,20,A,D
20244,05821452,4,0,1,225,D,,A,13,D,,A,,A,,,1200,A,D
20244,05821532,8,0,1,100,D,2,D,13,D,,A,,A,,,300,A,D
20244,05822082,4,0,1,200,D,,A,13,D,,A,,A,,,750,A,D
20244,05822162,9,0,1,321,D,,A,,A,5,D,278,D,,,278,A,D
20244,05822162,10,0,1,345,D,,A,13,D,,A,,A,,,600,A,D
20244,05822232,7,0,1,301,D,,A,13,D,,A,,A,,,1530,A,D
20244,05822392,5,0,1,303,D,,A,09,D,,A,,A,,,1200,A,D
20244,05822553,5,0,1,303,D,,A,10,D,,A,,A,,1,200,A,D
20244,05822553,6,0,1,365,D,,A,10,D,,A,,A,,1,200,A,D
20244,05822553,7,0,2,310,D,,A,09,D,,A,,A,,,1050,A,D
20244,05822592,6,0,1,225,D,,A,13,D,,A,,A,,,4800,A,D
20244,05822742,6,0,1,365,D,,A,09,D,,A,,A,,,85,A,D
20244,05822862,9,0,1,365,D,,A,09,D,,A,,A,,,200,A,D
20244,05822942,4,0,1,321,D,,A,,A,5,D,40,D,,,40,A,D
20244,05823162,5,0,1,365,D,,A,11,D,,A,,A,,,20,A,D
20244,05823403,5,0,2,303,D,,A,09,D,,A,,A,,1,14500,A,D
20244,05823642,11,0,1,100,D,2,D,13,D,,A,,A,,,150,A,D
20244,05823692,6,0,1,301,D,,A,13,D,,A,,A,,,2700,A,D
20244,05823692,7,0,2,301,D,,A,09,D,,A,,A,,,850,A,D
20244,05823752,8,0,1,365,D,,A,09,D,,A,,A,,,10,A,D
20244,05823882,7,0,2,200,D,,A,09,D,,A,,A,,1,1900,A,D
20244,05823892,6,0,1,200,D,,A,13,D,,A,,A,,,4650,A,D
20244,05823892,7,0,1,301,D,,A,09,D,,A,,A,,,8900,A,D
20244,05823892,8,0,1,321,D,,A,,A,4,D,,A,3,,300,D,D
20244,05823892,9,0,2,200,D,,A,09,D,,A,,A,,,1104,A,D
20244,05824522,8,0,1,303,D,,A,09,D,,A,,A,,,2700,A,D
20244,05824522,9,0,1,303,D,,A,10,D,,A,,A,,,2700,A,D
20244,05824522,10,0,1,303,D,,A,11,D,,A,,A,,,2700,A,D
20244,05824522,11,0,2,303,D,,A,09,D,,A,,A,,,900,A,D
20244,05824622,6,0,1,100,D,1,D,13,D,,A,,A,,,3600,A,D
20244,05824622,7,0,1,301,D,,A,09,D,,A,,A,,,350,A,D
20244,05824732,6,0,1,200,D,,A,13,D,,A,,A,,,360,A,D
20244,05824882,12,0,1,225,D,,A,13,D,,A,,A,,,9000,A,D
20244,05824882,13,0,2,225,D,,A,09,D,,A,,A,,,3000,A,D
20244,05825252,12,0,2,301,D,,A,09,D,,A,,A,,,130,A,D
20244,05825252,13,0,2,365,D,,A,09,D,,A,,A,,,110,A,D
20244,05825762,6,0,1,100,D,2,D,13,D,,A,,A,,,600,A,D
20244,05825762,7,0,1,301,D,,A,13,D,,A,,A,,,2790,A,D
20244,05825782,5,0,1,302,D,,A,10,D,,A,,A,,2,5500,A,D
20244,05825962,5,0,1,302,D,,A,11,D,,A,,A,,,1000,A,D
20244,05826202,6,0,1,365,D,,A,09,D,,A,,A,,,200,A,D
20244,05826733,4,0,1,301,D,,A,13,D,,A,,A,,,165,A,D
20244,05826912,12,0,1,345,D,,A,13,D,,A,,A,,,360,A,D
20244,05827062,5,0,1,303,D,,A,11,D,,A,,A,,,1000,A,D
20244,05827322,17,0,1,321,D,,A,,A,1,D,,A,1,,100,D,D
20244,05827412,9,0,1,321,D,,A,,A,4,D,,A,3,,450,D,D
20244,05827872,4,0,1,303,D,,A,13,D,,A,,A,,,300,A,D
20244,05828062,6,0,1,365,D,,A,09,D,,A,,A,,,100,A,D
20244,05828202,5,0,2,100,D,2,D,09,D,,A,,A,,,5000,A,D
20244,05828522,6,0,1,303,D,,A,13,D,,A,,A,,,2250,A,D
20244,05828522,7,0,2,303,D,,A,09,D,,A,,A,,,500,A,D
20244,05828782,11,0,1,200,D,,A,13,D,,A,,A,,,2100,A,D
20244,05828782,12,0,1,321,D,,A,,A,4,D,,A,3,,150,D,D
20244,05829292,4,0,1,303,D,,A,13,D,,A,,A,,,1500,A,D
20244,05829442,5,0,1,225,D,,A,11,D,,A,,A,,,4000,A,D
20244,05829592,5,0,1,303,D,,A,13,D,,A,,A,,,11250,A,D
20244,05829592,6,0,1,365,D,,A,09,D,,A,,A,,,120,A,D
20244,05829622,11,0,1,303,D,,A,09,D,,A,,A,,,965,A,D
20244,05829942,5,0,1,321,D,,A,,A,5,D,612,D,,,612,A,D
20244,05829991,11,0,1,200,D,,A,13,D,,A,,A,,,1800,A,D
20244,05829991,12,0,1,365,D,,A,07,D,,A,,A,,,125,A,D
20244,05829991,13,0,1,365,D,,A,08,D,,A,,A,,,85,A,D
20244,05830021,8,0,1,365,D,,A,08,D,,A,,A,,,300,A,D
20244,05830041,9,0,1,303,D,,A,08,D,,A,,A,,,2500,A,D
20244,05830141,5,0,1,301,D,,A,09,D,,A,,A,,,175,A,D
20244,05830181,8,0,1,303,D,,A,13,D,,A,,A,,,1500,A,D
20244,05830382,4,0,1,400,D,,A,08,D,,A,,A,,,,A,H
20244,05830382,4,1,1,365,D,,A,08,D,,A,,A,,,57,A,E
20244,05830382,4,2,1,303,D,,A,08,D,,A,,A,,,1543,A,E
20244,05830391,6,0,1,200,D,,A,13,D,,A,,A,,2,60,A,D
20244,05830991,14,0,1,100,D,2,D,07,D,,A,,A,,,650,A,D
20244,05830991,15,0,1,100,D,2,D,08,D,,A,,A,,,675,A,D
20244,05830991,16,0,1,100,D,2,D,09,D,,A,,A,,,650,A,D
20244,05830991,17,0,1,225,D,,A,13,D,,A,,A,,,600,A,D
20244,05830991,18,0,1,321,D,,A,,A,4,D,,A,1,,50,D,D
20244,05830991,19,0,1,365,D,,A,08,D,,A,,A,,,30,A,D
20244,05831052,4,0,1,303,D,,A,08,D,,A,,A,,,12500,A,D
20244,05831281,8,0,1,100,D,2,D,13,D,,A,,A,,,900,A,D
20244,05831433,7,0,1,303,D,,A,08,D,,A,,A,,,1600,A,D
20244,05831481,6,0,1,100,D,2,D,09,D,,A,,A,,,2000,A,D
20244,05831481,7,0,1,100,D,2,D,07,D,,A,,A,,,500,A,D
20244,05831611,20,0,1,100,D,1,D,13,D,,A,,A,,,315,A,D
20244,05831611,21,0,1,301,D,,A,08,D,,A,,A,,,123,A,D
20244,05831611,22,0,1,301,D,,A,09,D,,A,,A,,,360,A,D
20244,05831611,23,0,1,365,D,,A,08,D,,A,,A,,,204,A,D
20244,05831721,6,0,1,301,D,,A,13,D,,A,,A,,,3600,A,D
20244,05831721,7,0,1,303,D,,A,08,D,,A,,A,,,4935,A,D
20244,05831861,8,0,1,365,D,,A,08,D,,A,,A,,2,60,A,D
20244,05831881,12,0,1,365,D,,A,08,D,,A,,A,,,350,A,D
20244,05831881,13,0,1,321,D,,A,,A,5,D,280,D,,,280,A,D
20244,05831901,4,0,1,321,D,,A,,A,2,D,,A,10,,400,D,D
20244,05831901,5,0,1,365,D,,A,08,D,,A,,A,,,120,A,D
20244,05831901,6,0,1,303,D,,A,08,D,,A,,A,,,114,A,D
20244,05831951,5,0,1,303,D,,A,08,D,,A,,A,,,5016,A,D
20244,05831951,6,0,1,365,D,,A,09,D,,A,,A,,,33,A,D
20244,05831951,7,0,1,365,D,,A,09,D,,A,,A,,,9,A,D
20244,05831971,17,0,1,321,D,,A,,A,4,D,,A,2,,120,D,D
20244,05832381,5,0,1,100,D,2,D,08,D,,A,,A,,,35,A,D
20244,05832381,6,0,1,345,D,,A,09,D,,A,,A,,,75,A,D
20244,05832391,19,0,1,100,D,2,D,13,D,,A,,A,,,1869,A,D
20244,05832391,20,0,1,100,D,2,D,13,D,,A,,A,,,2379,A,D
20244,05832391,21,0,1,225,D,,A,07,D,,A,,A,,,150,A,D
20244,05832391,22,0,1,225,D,,A,08,D,,A,,A,,,608,A,D
20244,05832391,23,0,1,225,D,,A,09,D,,A,,A,,,122,A,D
20244,05832521,6,0,1,303,D,,A,09,D,,A,,A,,,200,A,D
20244,05832521,7,0,1,303,D,,A,09,D,,A,,A,,,540,A,D
20244,05832671,5,0,1,100,D,2,D,13,D,,A,,A,,,450,A,D
20244,05832671,6,0,1,303,D,,A,08,D,,A,,A,,,13000,A,D
20244,05832701,6,0,1,700,D,,A,13,D,,A,,A,,,3300,A,D
20244,05832731,4,0,1,225,D,,A,13,D,,A,,A,,,660,A,D
20244,05832781,7,0,1,335,D,,A,07,D,,A,,A,,1,,A,H
20244,05832781,7,1,1,310,D,,A,07,D,,A,,A,,1,4293,A,E
20244,05832781,7,2,1,321,D,,A,07,D,,A,,A,,1,259,A,E
20244,05832781,7,3,1,303,D,,A,07,D,,A,,A,,1,815,A,E
20244,05832781,8,0,1,303,D,,A,09,D,,A,,A,,1,760,A,D
20244,05832861,6,0,1,303,D,,A,13,D,,A,,A,,,600,A,D
20244,05832861,7,0,1,303,D,,A,07,D,,A,,A,,,1000,A,D
20244,05832861,8,0,1,365,D,,A,07,D,,A,,A,,,500,A,D
20244,05832961,12,0,1,303,D,,A,08,D,,A,,A,,,500,A,D
20244,05833043,8,0,1,303,D,,A,08,D,,A,,A,,,3344,A,D
20244,05833043,9,0,1,365,D,,A,08,D,,A,,A,,,80,A,D
20244,05833181,9,0,1,200,D,,A,13,D,,A,,A,,,2400,A,D
20244,05833311,6,0,1,365,D,,A,13,D,,A,,A,,,150,A,D
20244,05833341,7,0,1,345,D,,A,07,D,,A,,A,,,200,A,D
20244,05833341,8,0,1,345,D,,A,08,D,,A,,A,,,200,A,D
20244,05833361,15,0,1,303,D,,A,08,D,,A,,A,,,35000,A,D
20244,05833361,16,0,1,310,D,,A,13,D,,A,,A,,,6576,A,D
20244,05833361,17,0,1,365,D,,A,09,D,,A,,A,,,876,A,D
20244,05833381,7,0,1,303,D,,A,07,D,,A,,A,,,4000,A,D
20244,05833491,5,0,1,303,D,,A,13,D,,A,,A,,,6000,A,D
20244,05833591,7,0,1,303,D,,A,08,D,,A,,A,,,4500,A,D
20244,05833591,8,0,1,365,D,,A,08,D,,A,,A,,,50,A,D
20244,05833631,8,0,1,321,D,,A,,A,4,D,,A,3,,300,D,D
20244,05833971,7,0,1,301,D,,A,13,D,,A,,A,,,3000,A,D
20244,05833971,8,0,1,303,D,,A,08,D,,A,,A,,,270,A,D
20244,05833971,9,0,1,365,D,,A,08,D,,A,,A,,,100,A,D
20244,05834071,8,0,1,225,D,,A,13,D,,A,,A,,,9000,A,D
20244,05834071,9,0,1,100,D,1,D,13,D,,A,,A,,,1800,A,D
20244,05834193,8,0,1,365,D,,A,09,D,,A,,A,,,50,A,D
20244,05834291,8,0,1,100,D,2,D,13,D,,A,,A,,,3000,A,D
20244,05834291,9,0,1,200,D,,A,13,D,,A,,A,,,8100,A,D
20244,05834291,10,0,1,225,D,,A,13,D,,A,,A,,,6000,A,D
20244,05834312,5,0,1,365,D,,A,09,D,,A,,A,,,40,A,D
20244,05834322,5,0,1,303,D,,A,08,D,,A,,A,,,12500,A,D
20244,05834481,7,0,1,303,D,,A,13,D,,A,,A,,1,1500,A,D
20244,05834531,7,0,1,303,D,,A,08,D,,A,,A,,,5000,A,D
20244,05835131,8,0,1,303,D,,A,09,D,,A,,A,,,1400,A,D
20244,05835131,9,0,1,321,D,,A,,A,5,D,150,D,,,150,A,D
20244,05835181,8,0,1,310,D,,A,13,D,,A,,A,,,4785,A,D
20244,05835181,9,0,1,365,D,,A,09,D,,A,,A,,,600,A,D
20244,05835281,12,0,1,100,D,2,D,08,D,,A,,A,,,15000,A,D
20244,05835331,8,0,1,400,D,,A,08,D,,A,,A,,,,A,H
20244,05835331,8,1,1,365,D,,A,08,D,,A,,A,,,110,A,E
20244,05835331,8,2,1,303,D,,A,08,D,,A,,A,,,2390,A,E
20244,05835421,6,0,1,321,D,,A,,A,2,D,,A,7,,70,D,D
20244,05835501,5,0,1,303,D,,A,08,D,,A,,A,,,5000,A,D
20244,05835541,8,0,1,400,D,,A,07,D,,A,,A,,,,A,H
20244,05835541,8,1,1,365,D,,A,07,D,,A,,A,,,63,A,E
20244,05835541,8,2,1,302,D,,A,07,D,,A,,A,,,637,A,E
20244,05835561,5,0,1,303,D,,A,13,D,,A,,A,,,5700,A,D
20244,05835703,5,0,1,303,D,,A,08,D,,A,,A,,,7600,A,D
20244,05835973,5,0,1,400,D,,A,08,D,,A,,A,,,,A,H
20244,05835973,5,1,1,321,D,,A,08,D,,A,,A,,,501,A,E
20244,05835973,5,2,1,365,D,,A,08,D,,A,,A,,,252,A,E
20244,05835973,5,3,1,303,D,,A,08,D,,A,,A,,,8247,A,E
20244,05836131,6,0,1,100,D,2,D,07,D,,A,,A,,,2000,A,D
20244,05836281,4,0,1,321,D,,A,,A,4,D,,A,1,,100,D,D
20244,05836291,4,0,1,303,D,,A,09,D,,A,,A,,,200,A,D
20244,05836421,5,0,1,200,D,,A,13,D,,A,,A,,,4800,A,D
20244,05836841,7,0,1,100,D,1,D,13,D,,A,,A,,,600,A,D
20244,05836851,5,0,1,200,D,,A,13,D,,A,,A,,,3000,A,D
20244,05836921,8,0,1,700,D,,A,13,D,,A,,A,,,2400,A,D
20244,05836981,19,0,1,100,D,2,D,07,D,,A,,A,,,5500,A,D
20244,05836981,20,0,1,301,D,,A,09,D,,A,,A,,,54,A,D
20244,05836981,21,0,1,225,D,,A,09,D,,A,,A,,,888,A,D
20244,05837223,7,0,1,303,D,,A,08,D,,A,,A,,,3344,A,D
20244,05837223,8,0,1,365,D,,A,08,D,,A,,A,,,78,A,D
20244,05837231,5,0,1,225,D,,A,13,D,,A,,A,,,600,A,D
20244,05837252,6,0,1,400,D,,A,08,D,,A,,A,,,,A,H
20244,05837252,6,1,1,310,D,,A,08,D,,A,,A,,,4808,A,E
20244,05837252,6,2,1,303,D,,A,08,D,,A,,A,,,5192,A,E
20244,05837252,7,0,1,365,D,,A,08,D,,A,,A,,,400,A,D
20244,05837313,8,0,1,303,D,,A,08,D,,A,,A,,,3600,A,D
20244,05837313,9,0,1,365,D,,A,09,D,,A,,A,,,200,A,D
20244,05837441,9,0,1,303,D,,A,13,D,,A,,A,,,441,A,D
20244,05837441,10,0,1,365,D,,A,13,D,,A,,A,,,60,A,D
20244,05837451,4,0,1,303,D,,A,07,D,,A,,A,,,10500,A,D
20244,05837771,5,0,1,100,D,2,D,13,D,,A,,A,,,501,A,D
20244,05837771,6,0,1,303,D,,A,08,D,,A,,A,,,4300,A,D
20244,05837771,7,0,1,365,D,,A,08,D,,A,,A,,,200,A,D
20244,05837771,8,0,1,200,D,,A,13,D,,A,,A,,,750,A,D
20244,05838061,11,0,1,301,D,,A,08,D,,A,,A,,,161,A,D
20244,05838061,12,0,1,345,D,,A,09,D,,A,,A,,,165,A,D
20244,05838111,10,0,1,301,D,,A,13,D,,A,,A,,2,4680,A,D
20244,05838111,11,0,1,365,D,,A,08,D,,A,,A,,2,350,A,D
20244,05838111,12,0,1,321,D,,A,,A,2,D,,A,5,,50,D,D
20244,05838131,5,0,1,365,D,,A,13,D,,A,,A,,,150,A,D
20244,05838151,8,0,1,200,D,,A,13,D,,A,,A,,,900,A,D
20244,05838511,4,0,1,200,D,,A,13,D,,A,,A,,,6000,A,D
20244,05838531,4,0,1,365,D,,A,08,D,,A,,A,,,55,A,D
20244,05838701,9,0,1,100,D,2,D,13,D,,A,,A,,,2250,A,D
20244,05838701,10,0,1,302,D,,A,07,D,,A,,A,,,39,A,D
20244,05838711,6,0,1,301,D,,A,13,D,,A,,A,,,4200,A,D
20244,05838711,7,0,1,340,D,,A,13,D,,A,,A,,,825,A,D
20244,05838871,13,0,1,225,D,,A,13,D,,A,,A,,,900,A,D
20244,05838881,5,0,1,225,D,,A,08,D,,A,,A,,,79,A,D
20244,05838881,6,0,1,225,D,,A,09,D,,A,,A,,,79,A,D
20244,05838881,7,0,1,302,D,,A,07,D,,A,,A,,,300,A,D
20244,05838941,8,0,1,100,D,2,D,13,D,,A,,A,,,600,A,D
20244,05838951,5,0,1,200,D,,A,13,D,,A,,A,,,600,A,D
20244,05839011,6,0,1,303,D,,A,09,D,,A,,A,,,1500,A,D
20244,05839251,5,0,1,303,D,,A,13,D,,A,,A,,,270,A,D
20244,05839684,7,0,1,365,D,,A,09,D,,A,,A,,,80,A,D
20244,05839911,14,0,1,225,D,,A,13,D,,A,,A,,,4800,A,D
20244,05839921,10,0,1,303,D,,A,07,D,,A,,A,,,11000,A,D
20244,05839921,11,0,1,365,D,,A,07,D,,A,,A,,,100,A,D
20244,05839952,4,0,1,303,D,,A,09,D,,A,,A,,,200,A,D
20244,05840042,4,0,1,365,D,,A,09,D,,A,,A,,,50,A,D
20244,05840221,8,0,1,303,D,,A,08,D,,A,,A,,,1500,A,D
20244,05840221,9,0,1,303,D,,A,09,D,,A,,A,,,1500,A,D
20244,05840221,10,0,1,310,D,,A,13,D,,A,,A,,,3225,A,D
20244,05840511,5,0,1,303,D,,A,08,D,,A,,A,,,6000,A,D
20244,05840652,5,0,1,303,D,,A,07,D,,A,,A,,,2200,A,D
20244,05840781,4,0,1,303,D,,A,13,D,,A,,A,,,7500,A,D
20244,05840981,5,0,1,303,D,,A,13,D,,A,,A,,1,6900,A,D
20244,05841041,7,0,1,225,D,,A,13,D,,A,,A,,,4725,A,D
20244,05841631,13,0,1,225,D,,A,07,D,,A,,A,,,80,A,D
20244,05841631,14,0,1,225,D,,A,08,D,,A,,A,,,40,A,D
20244,05841631,15,0,1,303,D,,A,13,D,,A,,A,,,2280,A,D
20244,05841751,10,0,1,303,D,,A,08,D,,A,,A,,,15000,A,D
20244,05842201,7,0,1,303,D,,A,08,D,,A,,A,,,1000,A,D
20244,05842201,8,0,1,365,D,,A,08,D,,A,,A,,,150,A,D
20244,05842201,9,0,1,700,D,,A,13,D,,A,,A,,,36000,A,D
20244,05842321,4,0,1,303,D,,A,10,D,,A,,A,,1,3500,A,D
20244,05842401,6,0,1,321,D,,A,,A,2,D,,A,8,,200,D,D
20244,05842401,7,0,1,365,D,,A,09,D,,A,,A,,,70,A,D
20244,05842451,6,0,1,303,D,,A,08,D,,A,,A,,,10000,A,D
20244,05842761,11,0,1,100,D,2,D,10,D,,A,,A,,,10000,A,D
20244,05842771,9,0,1,365,D,,A,08,D,,A,,A,,,300,A,D
20244,05843061,4,0,1,365,D,,A,08,D,,A,,A,,,300,A,D
20244,05843211,9,0,1,302,D,,A,13,D,,A,,A,,,600,A,D
20244,05843261,5,0,1,345,D,,A,10,D,,A,,A,,,650,A,D
20244,05843661,7,0,1,301,D,,A,13,D,,A,,A,,2,18000,A,D
20244,05844341,7,0,1,303,D,,A,08,D,,A,,A,,,9000,A,D
20244,05844581,15,0,1,200,D,,A,09,D,,A,,A,,,300,A,D
20244,05844581,16,0,1,200,D,,A,10,D,,A,,A,,,300,A,D
20244,05844764,9,0,1,303,D,,A,08,D,,A,,A,,,1000,A,D
20244,05844764,10,0,1,301,D,,A,13,D,,A,,A,,,300,A,D
20244,05844764,11,0,1,321,D,,A,,A,4,D,,A,3,,420,D,D
20244,05844801,4,0,1,303,D,,A,13,D,,A,,A,,,840,A,D
20244,05844841,8,0,1,100,D,2,D,13,D,,A,,A,,,1251,A,D
20244,05844841,9,0,1,200,D,,A,13,D,,A,,A,,,5211,A,D
20244,05844904,5,0,1,302,D,,A,09,D,,A,,A,,,250,A,D
20244,05844904,6,0,1,302,D,,A,13,D,,A,,A,,,237,A,D
20244,05844921,10,0,1,301,D,,A,09,D,,A,,A,,,100,A,D
20244,05844921,11,0,1,321,D,,A,,A,4,D,,A,2,,400,D,D
20244,05845241,10,0,1,303,D,,A,08,D,,A,,A,,,22000,A,D
20244,05845241,11,0,1,310,D,,A,13,D,,A,,A,,,3300,A,D
20244,05845241,12,0,1,321,D,,A,,A,4,D,,A,1,,200,D,D
20244,05845241,13,0,1,365,D,,A,08,D,,A,,A,,,50,A,D
20244,05845631,5,0,1,200,D,,A,08,D,,A,,A,,,215,A,D
20244,05845631,6,0,1,200,D,,A,09,D,,A,,A,,,231,A,D
20244,05845631,7,0,1,200,D,,A,10,D,,A,,A,,,231,A,D
